idade,renda_anual,tipo_moradia,tempo_emprego,finalidade_emprestimo,classe_emprestimo,valor_emprestimo,taxa_juros,inadimplente,percentual_renda,historico_inadimplencia,tempo_historico_credito
22,49536,Financiada,6.0,Educação,A,5200,6.62,0,0.1,Não,3
24,39000,Alugada,8.0,Saúde,D,1500,15.62,0,0.04,Sim,3
25,30000,Alugada,4.0,Educação,C,2000,14.22,0,0.07,Não,2
24,39000,Financiada,3.0,Consolidação de dívidas,A,5600,5.42,0,0.14,Não,4
24,40000,Financiada,2.0,Empreendedorismo,B,2500,9.99,0,0.06,Não,3
22,60000,Financiada,5.0,Empreendedorismo,A,5600,7.49,0,0.09,Não,4
25,78000,Financiada,9.0,Educação,B,14200,11.48,0,0.18,Não,3
26,71004,Alugada,0.0,Consolidação de dívidas,D,20000,13.36,1,0.28,Não,2
24,130000,Financiada,3.0,Consolidação de dívidas,B,25000,11.83,0,0.19,Não,3
24,87000,Financiada,7.0,Consolidação de dívidas,B,25000,10.99,0,0.29,Não,4
25,90000,Alugada,9.0,Educação,B,10000,12.42,0,0.11,Não,4
23,30996,Própria,2.0,Empreendedorismo,B,5000,11.86,0,0.16,Não,4
25,87000,Financiada,4.0,Empreendedorismo,B,13000,11.26,0,0.15,Não,4
25,32000,Alugada,9.0,Saúde,E,15000,16.45,1,0.47,Sim,2
24,31000,Alugada,2.0,Educação,C,10000,14.65,1,0.32,Sim,3
25,48000,Financiada,3.0,Consolidação de dívidas,B,4800,10.74,0,0.1,Não,4
25,60000,Financiada,2.0,Educação,B,12500,11.49,0,0.21,Não,4
23,20124,Alugada,,Saúde,C,5950,13.49,0,0.3,Sim,3
24,55000,Financiada,8.0,Reforma residencial,A,5500,8.59,0,0.1,Não,4
26,165000,Financiada,10.0,Educação,C,20000,13.22,0,0.12,Sim,2
25,84000,Alugada,0.0,Pessoal,B,4500,12.18,0,0.05,Não,2
25,84000,Financiada,8.0,Saúde,B,8500,11.83,0,0.1,Não,4
24,33996,Alugada,2.0,Educação,D,5000,14.96,1,0.15,Sim,4
23,30000,Alugada,6.0,Consolidação de dívidas,A,4800,7.49,0,0.16,Não,4
22,38000,Financiada,6.0,Consolidação de dívidas,A,8500,5.42,0,0.22,Não,2
21,28776,Financiada,,Empreendedorismo,A,8000,8.9,0,0.28,Não,2
21,60000,Alugada,3.0,Educação,B,10000,12.18,0,0.17,Não,2
23,80500,Alugada,5.0,Empreendedorismo,B,7200,9.25,0,0.09,Não,3
25,58650,Financiada,4.0,Saúde,D,20000,14.09,1,0.29,Sim,4
23,42000,Própria,7.0,Educação,B,4400,11.89,0,0.1,Não,4
25,72000,Alugada,,Consolidação de dívidas,A,17000,7.88,0,0.24,Não,3
22,23800,Alugada,2.0,Pessoal,A,8800,9.32,1,0.37,Não,2
23,32400,Alugada,4.0,Saúde,A,4500,7.49,0,0.14,Não,3
24,60140,Alugada,2.0,Consolidação de dívidas,A,7000,8.59,0,0.12,Não,4
21,36000,Alugada,3.0,Saúde,C,18500,10.91,1,0.51,Não,2
23,50000,Alugada,4.0,Empreendedorismo,B,18225,10.74,1,0.36,Não,3
26,130000,Alugada,0.0,Reforma residencial,C,4550,13.57,0,0.04,Sim,4
21,35000,Própria,2.0,Educação,A,11000,7.88,0,0.31,Não,3
23,70000,Financiada,4.0,Pessoal,C,6000,13.16,0,0.09,Sim,4
25,33772,Alugada,3.0,Empreendedorismo,D,3600,16.02,1,0.11,Sim,3
21,65000,Alugada,0.0,Empreendedorismo,B,12000,11.71,0,0.18,Não,3
25,55000,Alugada,7.0,Reforma residencial,C,8500,14.22,0,0.15,Sim,3
22,43600,Financiada,4.0,Consolidação de dívidas,D,10000,14.96,1,0.23,Não,2
22,50004,Financiada,0.0,Educação,E,11000,15.68,0,0.22,Sim,3
25,48000,Financiada,9.0,Educação,C,7000,12.09,0,0.15,Sim,2
24,40000,Alugada,6.0,Educação,A,5000,6.17,0,0.13,Não,2
25,23198,Alugada,2.0,Empreendedorismo,A,6000,8.0,0,0.26,Não,2
22,48000,Alugada,3.0,Empreendedorismo,A,4000,,0,0.08,Não,3
23,84000,Alugada,0.0,Educação,A,12500,6.54,0,0.15,Não,4
23,63000,Financiada,7.0,Educação,A,20000,7.9,0,0.32,Não,3
22,57996,Financiada,2.0,Empreendedorismo,B,2500,12.53,0,0.04,Não,4
24,75000,Própria,8.0,Empreendedorismo,B,29800,,0,0.4,Não,3
20,188004,Financiada,4.0,Pessoal,A,2000,8.59,0,0.01,Não,2
25,39000,Financiada,9.0,Consolidação de dívidas,C,3000,13.99,0,0.08,Não,2
24,85000,Financiada,4.0,Consolidação de dívidas,B,7750,11.12,0,0.09,Não,4
26,125000,Financiada,10.0,Pessoal,A,10200,7.49,0,0.08,Não,2
24,54000,Financiada,5.0,Pessoal,A,11000,5.42,0,0.2,Não,2
23,55000,Alugada,0.0,Consolidação de dívidas,C,10200,12.73,0,0.19,Não,2
24,141000,Própria,8.0,Educação,A,10000,7.49,0,0.07,Não,2
22,35100,Alugada,0.0,Educação,C,1000,13.98,0,0.03,Sim,3
24,20400,Alugada,3.0,Consolidação de dívidas,C,7550,14.79,1,0.37,Sim,3
22,37000,Financiada,6.0,Empreendedorismo,B,7500,10.95,0,0.2,Não,3
25,67000,Alugada,3.0,Saúde,A,7000,8.94,0,0.1,Não,2
21,57000,Própria,5.0,Empreendedorismo,B,8000,10.65,0,0.14,Não,2
22,51000,Alugada,6.0,Educação,A,7500,5.99,0,0.15,Não,3
23,140000,Própria,6.0,Educação,C,16400,15.96,0,0.12,Não,2
25,60000,Financiada,5.0,Empreendedorismo,D,3000,14.59,0,0.05,Sim,4
25,69900,Financiada,9.0,Consolidação de dívidas,A,5050,5.42,0,0.07,Não,3
25,48000,Alugada,3.0,Saúde,C,9000,13.79,0,0.19,Sim,2
25,70000,Alugada,2.0,Reforma residencial,C,7000,13.79,0,0.1,Sim,2
26,81000,Alugada,10.0,Empreendedorismo,E,21000,16.95,1,0.26,Não,2
22,24000,Alugada,0.0,Pessoal,E,1500,18.79,1,0.06,Sim,4
22,90000,Financiada,6.0,Consolidação de dívidas,A,16000,6.03,0,0.18,Não,3
25,42900,Alugada,5.0,Pessoal,A,12000,8.9,0,0.28,Não,3
23,65000,Financiada,4.0,Educação,D,13600,15.62,0,0.21,Não,3
24,62400,Alugada,8.0,Empreendedorismo,B,20000,11.12,1,0.32,Não,2
23,45000,Alugada,0.0,Educação,C,1775,12.72,0,0.04,Não,2
24,45000,Financiada,2.0,Reforma residencial,B,9200,11.89,0,0.2,Não,4
23,130208,Financiada,7.0,Consolidação de dívidas,C,20000,12.73,0,0.15,Não,3
22,23587,Alugada,4.0,Reforma residencial,B,2000,11.89,1,0.08,Não,2
22,69500,Financiada,6.0,Saúde,C,6000,13.48,0,0.09,Não,3
24,42200,Alugada,5.0,Saúde,A,4450,9.32,0,0.11,Não,4
25,41412,Alugada,,Saúde,B,7600,11.12,0,0.18,Não,4
25,45000,Alugada,2.0,Pessoal,C,11100,13.11,0,0.25,Não,2
21,19968,Alugada,4.0,Educação,C,5000,,1,0.25,Não,2
24,42000,Financiada,8.0,Empreendedorismo,B,22250,11.11,0,0.53,Não,2
21,12000,Própria,0.0,Educação,C,4200,13.48,1,0.35,Não,4
22,60000,Financiada,1.0,Pessoal,C,7500,11.66,0,0.13,Não,4
26,80004,Financiada,7.0,Pessoal,C,7500,15.23,1,0.09,Não,4
24,42000,Financiada,5.0,Pessoal,A,19200,7.9,0,0.46,Não,4
24,105804,Financiada,8.0,Educação,A,15000,7.49,0,0.14,Não,2
22,40000,Financiada,6.0,Consolidação de dívidas,A,4750,,0,0.12,Não,3
23,45000,Alugada,2.0,Pessoal,B,11200,10.59,0,0.25,Não,4
24,52800,Alugada,8.0,Pessoal,A,9000,7.49,0,0.17,Não,4
22,68000,Financiada,6.0,Educação,A,3500,6.39,0,0.05,Não,4
26,58000,Financiada,2.0,Saúde,A,3000,6.92,0,0.05,Não,2
23,39600,Financiada,8.0,Saúde,A,8250,9.32,0,0.21,Não,3
22,40000,Alugada,2.0,Consolidação de dívidas,B,7000,11.99,0,0.17,Não,3
24,72000,Financiada,8.0,Consolidação de dívidas,A,8000,7.88,0,0.11,Não,3
24,72000,Alugada,4.0,Educação,B,15000,10.99,0,0.21,Não,2
23,90000,Financiada,6.0,Educação,A,12000,,0,0.13,Não,3
24,51000,Financiada,4.0,Educação,A,8500,8.94,0,0.17,Não,4
26,136000,Alugada,2.0,Reforma residencial,C,12000,14.72,0,0.09,Sim,3
22,50000,Alugada,6.0,Educação,A,10000,7.88,0,0.2,Não,4
23,52360,Financiada,,Pessoal,D,15000,16.49,0,0.29,Sim,2
23,60000,Financiada,6.0,Pessoal,A,7000,6.54,0,0.12,Não,2
25,50000,Financiada,4.0,Consolidação de dívidas,A,6000,6.76,0,0.12,Não,2
25,36000,Financiada,3.0,Reforma residencial,C,7000,12.73,0,0.19,Não,4
22,47800,Financiada,5.0,Pessoal,C,1500,13.43,0,0.03,Sim,4
25,61959,Alugada,9.0,Educação,C,25000,12.73,1,0.4,Sim,4
25,49000,Alugada,2.0,Educação,A,7750,9.63,0,0.16,Não,2
24,64000,Financiada,2.0,Consolidação de dívidas,E,12000,17.56,1,0.19,Sim,4
21,59000,Financiada,5.0,Educação,B,5000,9.99,1,0.08,Não,3
21,24000,Própria,2.0,Pessoal,B,7000,11.86,0,0.29,Não,3
26,64000,Financiada,9.0,Consolidação de dívidas,D,8000,12.17,1,0.13,Não,2
26,90000,Financiada,3.0,Educação,C,3200,13.22,0,0.04,Não,4
22,54000,Alugada,6.0,Empreendedorismo,A,12000,8.49,0,0.22,Não,4
25,60000,Alugada,0.0,Consolidação de dívidas,B,7000,9.25,0,0.12,Não,4
26,170000,Financiada,0.0,Empreendedorismo,B,20000,10.37,0,0.12,Não,4
24,33600,Financiada,3.0,Pessoal,A,2500,8.9,0,0.07,Não,3
26,110000,Financiada,1.0,Educação,B,5000,12.69,0,0.05,Não,3
22,22800,Financiada,0.0,Educação,A,3000,8.94,0,0.13,Não,4
24,60000,Financiada,5.0,Empreendedorismo,A,14000,7.51,0,0.23,Não,4
23,40000,Alugada,3.0,Educação,B,8000,11.49,0,0.2,Não,2
22,34800,Alugada,7.0,Empreendedorismo,G,9600,19.16,1,0.28,Sim,4
22,30000,Alugada,1.0,Consolidação de dívidas,C,15000,15.27,1,0.5,Não,4
25,150000,Financiada,9.0,Reforma residencial,B,25000,10.37,0,0.17,Não,2
21,30000,Alugada,5.0,Pessoal,B,10000,11.99,1,0.33,Não,3
23,86500,Financiada,7.0,Pessoal,A,14000,7.29,0,0.16,Não,3
23,62000,Financiada,7.0,Saúde,B,6400,10.08,0,0.1,Não,3
23,32535,Alugada,6.0,Consolidação de dívidas,B,4000,,0,0.12,Não,2
26,122000,Financiada,4.0,Consolidação de dívidas,C,4800,,0,0.04,Sim,2
23,40000,Financiada,2.0,Consolidação de dívidas,B,2000,10.99,0,0.05,Não,4
23,160000,Financiada,5.0,Empreendedorismo,A,35000,7.66,0,0.22,Não,3
22,62900,Financiada,1.0,Saúde,E,25000,14.38,1,0.34,Não,2
26,67000,Financiada,10.0,Reforma residencial,B,10000,12.21,0,0.15,Não,3
22,38400,Própria,5.0,Educação,C,10000,13.99,0,0.26,Não,4
23,58800,Alugada,7.0,Educação,B,3000,10.36,1,0.05,Não,3
22,100000,Alugada,3.0,Consolidação de dívidas,A,1200,8.59,0,0.01,Não,4
26,32000,Alugada,1.0,Empreendedorismo,C,7500,13.79,0,0.23,Não,3
23,84000,Alugada,0.0,Consolidação de dívidas,C,15000,11.34,0,0.18,Sim,4
23,85272,Alugada,7.0,Educação,B,5000,11.11,0,0.06,Não,2
23,28000,Alugada,0.0,Empreendedorismo,C,5000,11.78,0,0.18,Não,3
24,60000,Própria,9.0,Reforma residencial,B,15000,11.83,0,0.25,Não,3
24,33996,Alugada,1.0,Empreendedorismo,C,7000,13.16,1,0.21,Não,4
22,52000,Financiada,6.0,Pessoal,D,10000,13.87,1,0.19,Sim,4
23,13000,Alugada,3.0,Reforma residencial,D,2800,15.21,1,0.22,Não,2
22,39900,Alugada,4.0,Educação,B,19000,12.18,1,0.48,Não,2
22,48500,Alugada,1.0,Empreendedorismo,B,20000,11.36,1,0.41,Não,2
24,27600,Própria,8.0,Pessoal,A,7000,7.9,0,0.25,Não,2
25,168000,Financiada,2.0,Consolidação de dívidas,B,35000,10.65,0,0.21,Não,4
23,44496,Financiada,2.0,Educação,A,3500,,0,0.08,Não,4
25,47000,Própria,9.0,Empreendedorismo,A,4000,6.62,0,0.09,Não,2
21,26000,Alugada,5.0,Consolidação de dívidas,A,6000,7.49,0,0.23,Não,2
26,51996,Financiada,2.0,Consolidação de dívidas,E,6500,15.68,1,0.13,Não,3
23,29000,Própria,,Educação,F,10000,18.62,1,0.34,Não,4
22,107004,Financiada,2.0,Empreendedorismo,A,10000,7.29,0,0.09,Não,4
25,60000,Financiada,1.0,Empreendedorismo,A,5000,7.29,0,0.08,Não,3
23,58500,Financiada,6.0,Consolidação de dívidas,A,4000,8.0,0,0.07,Não,3
22,32000,Alugada,1.0,Educação,D,5400,16.29,1,0.17,Sim,2
23,114000,Financiada,7.0,Educação,C,8000,12.68,0,0.07,Sim,3
21,40000,Financiada,5.0,Pessoal,A,5000,6.62,0,0.13,Não,2
24,86000,Financiada,0.0,Pessoal,B,20000,10.99,1,0.23,Não,3
24,30000,Alugada,2.0,Empreendedorismo,A,3000,7.49,0,0.1,Não,3
24,40000,Alugada,5.0,Pessoal,B,10000,11.99,0,0.25,Não,4
25,38400,Financiada,9.0,Educação,B,12000,10.38,0,0.31,Não,3
26,37500,Alugada,3.0,Empreendedorismo,D,10000,14.91,0,0.27,Sim,2
23,75000,Alugada,4.0,Empreendedorismo,A,5000,7.49,0,0.07,Não,4
25,32500,Financiada,3.0,Educação,A,12500,7.9,0,0.38,Não,2
24,65000,Financiada,8.0,Educação,A,3300,7.51,0,0.05,Não,2
25,150000,Financiada,9.0,Empreendedorismo,A,8200,5.79,0,0.05,Não,2
21,60000,Alugada,2.0,Empreendedorismo,A,5000,8.49,0,0.08,Não,2
23,35000,Financiada,7.0,Empreendedorismo,A,2100,5.42,0,0.06,Não,2
24,60000,Alugada,4.0,Pessoal,B,12500,11.49,0,0.21,Não,3
26,88000,Alugada,10.0,Pessoal,B,10000,12.69,0,0.11,Não,4
23,45600,Alugada,4.0,Pessoal,C,5000,14.22,0,0.11,Sim,4
25,122000,Financiada,9.0,Pessoal,C,20000,13.23,0,0.16,Não,4
25,50000,Própria,9.0,Pessoal,E,9175,19.42,0,0.18,Não,4
23,71000,Alugada,7.0,Pessoal,A,11300,7.49,0,0.16,Não,3
24,16000,Alugada,2.0,Educação,D,4200,,1,0.26,Não,2
23,39292,Financiada,3.0,Saúde,A,3250,,1,0.08,Não,3
24,24000,Alugada,5.0,Saúde,C,5500,14.27,0,0.23,Não,2
23,65000,Alugada,0.0,Saúde,A,6000,9.63,0,0.09,Não,3
26,85000,Financiada,3.0,Educação,D,10000,14.09,0,0.12,Não,2
23,34800,Alugada,0.0,Reforma residencial,B,7000,11.99,1,0.2,Não,3
21,36000,Financiada,5.0,Saúde,B,1000,12.42,0,0.03,Não,2
24,40000,Alugada,1.0,Empreendedorismo,B,3825,10.0,0,0.1,Não,3
22,42000,Própria,0.0,Educação,C,12000,,0,0.29,Não,3
25,40000,Financiada,9.0,Saúde,C,3500,13.49,0,0.09,Sim,3
21,18000,Alugada,2.0,Reforma residencial,C,5800,14.72,1,0.32,Sim,2
25,85000,Financiada,7.0,Consolidação de dívidas,C,12000,14.65,0,0.14,Não,2
25,84000,Alugada,1.0,Empreendedorismo,E,8000,16.45,1,0.1,Sim,4
25,21500,Alugada,2.0,Saúde,C,7500,11.34,1,0.35,Sim,3
23,58000,Alugada,1.0,Educação,B,12800,12.42,0,0.22,Não,4
23,28800,Financiada,6.0,Saúde,B,5000,11.99,0,0.17,Não,4
22,30000,Financiada,6.0,Educação,D,6600,14.42,0,0.22,Não,4
23,78000,Financiada,1.0,Consolidação de dívidas,C,8000,12.87,1,0.1,Sim,3
22,137004,Financiada,3.0,Consolidação de dívidas,A,10000,5.79,0,0.07,Não,4
25,42000,Alugada,3.0,Educação,C,10000,13.8,1,0.24,Não,2
22,165000,Financiada,5.0,Empreendedorismo,D,24000,15.62,0,0.15,Sim,2
25,45000,Alugada,0.0,Educação,B,5000,10.74,0,0.11,Não,4
24,38400,Alugada,4.0,Empreendedorismo,A,4000,7.29,0,0.1,Não,3
26,40000,Alugada,0.0,Saúde,C,1800,13.23,0,0.04,Sim,2
24,70000,Própria,,Educação,A,6000,5.42,0,0.09,Não,2
24,72000,Financiada,8.0,Educação,C,14000,14.65,1,0.19,Não,4
22,83000,Própria,6.0,Educação,D,25000,15.95,0,0.3,Não,2
23,42000,Alugada,7.0,Consolidação de dívidas,B,15000,11.83,1,0.36,Não,2
26,60000,Alugada,0.0,Empreendedorismo,A,24000,7.9,1,0.4,Não,2
22,90000,Financiada,6.0,Saúde,B,6400,9.88,0,0.07,Não,3
25,47000,Alugada,1.0,Empreendedorismo,A,8500,8.9,0,0.18,Não,4
23,29120,Própria,0.0,Saúde,A,6400,8.94,0,0.22,Não,4
25,79000,Financiada,9.0,Saúde,A,10000,5.79,0,0.13,Não,3
22,69996,Própria,2.0,Empreendedorismo,C,8000,12.84,0,0.11,Não,3
23,95000,Financiada,7.0,Educação,A,35000,7.9,0,0.37,Não,2
24,37000,Alugada,3.0,Empreendedorismo,B,5500,9.2,0,0.15,Não,3
23,70000,Alugada,3.0,Educação,A,12000,7.9,0,0.17,Não,2
25,123144,Alugada,2.0,Empreendedorismo,B,12000,10.75,0,0.1,Não,2
25,82000,Alugada,5.0,Reforma residencial,C,6000,,0,0.07,Não,3
25,115000,Financiada,9.0,Empreendedorismo,C,19000,13.49,0,0.17,Sim,4
21,52000,Alugada,5.0,Pessoal,B,1500,11.99,0,0.03,Não,2
26,42000,Financiada,0.0,Educação,B,4500,11.48,0,0.11,Não,3
23,95000,Financiada,1.0,Educação,C,19800,13.22,1,0.21,Sim,4
23,70000,Alugada,8.0,Empreendedorismo,A,6725,6.62,0,0.1,Não,2
22,70000,Própria,6.0,Pessoal,B,12000,12.53,0,0.17,Não,4
22,85000,Financiada,4.0,Saúde,A,12000,6.91,0,0.14,Não,3
24,70000,Financiada,2.0,Pessoal,C,6000,15.23,0,0.09,Sim,2
22,107000,Financiada,6.0,Consolidação de dívidas,D,35000,16.49,1,0.33,Sim,3
22,45000,Alugada,0.0,Empreendedorismo,B,9000,11.48,0,0.2,Não,4
25,38496,Financiada,7.0,Reforma residencial,A,8000,6.03,0,0.21,Não,3
26,120000,Financiada,0.0,Consolidação de dívidas,A,6000,,0,0.05,Não,2
22,45000,Alugada,0.0,Educação,C,4000,,0,0.09,Sim,3
23,66661,Financiada,7.0,Pessoal,B,1500,11.49,0,0.02,Não,2
23,200000,Financiada,0.0,Educação,A,5000,7.43,0,0.03,Não,2
26,32000,Alugada,3.0,Consolidação de dívidas,A,5000,6.03,0,0.16,Não,2
22,34000,Alugada,1.0,Empreendedorismo,C,6500,13.22,1,0.19,Não,4
25,36000,Própria,10.0,Saúde,B,11200,9.76,0,0.31,Não,2
25,32000,Alugada,2.0,Saúde,D,8575,15.62,1,0.27,Não,2
26,59000,Alugada,2.0,Pessoal,B,8500,11.83,0,0.14,Não,4
22,78700,Alugada,6.0,Empreendedorismo,C,14000,13.48,0,0.18,Sim,3
22,38000,Financiada,6.0,Consolidação de dívidas,A,4500,5.79,0,0.12,Não,3
26,50200,Alugada,1.0,Educação,A,9000,7.66,0,0.18,Não,3
26,86000,Alugada,4.0,Empreendedorismo,C,10000,13.49,0,0.12,Não,4
24,84000,Alugada,1.0,Saúde,A,12000,6.91,0,0.14,Não,2
23,48000,Financiada,7.0,Educação,A,14125,,0,0.29,Não,3
23,63402,Alugada,3.0,Empreendedorismo,C,6000,13.22,0,0.09,Sim,2
25,100000,Alugada,3.0,Educação,B,12000,9.91,0,0.12,Não,2
22,69000,Financiada,6.0,Pessoal,C,7800,12.41,0,0.11,Não,4
23,120000,Financiada,,Pessoal,A,10000,,0,0.08,Não,2
21,30000,Financiada,6.0,Saúde,A,3000,5.99,0,0.1,Não,3
25,60000,Alugada,0.0,Consolidação de dívidas,A,1200,7.66,0,0.02,Não,3
26,44000,Alugada,5.0,Saúde,C,4600,13.99,1,0.1,Não,3
23,42000,Financiada,7.0,Empreendedorismo,C,12000,15.23,0,0.29,Sim,3
25,45996,Alugada,3.0,Consolidação de dívidas,C,11500,12.53,0,0.25,Sim,3
24,37000,Financiada,8.0,Saúde,B,10000,10.99,0,0.27,Não,3
24,20856,Própria,,Pessoal,B,10000,10.59,0,0.48,Não,3
26,36996,Alugada,8.0,Saúde,C,9600,11.97,0,0.26,Sim,2
22,89800,Financiada,6.0,Empreendedorismo,B,20000,12.53,0,0.22,Não,3
26,64800,Financiada,5.0,Educação,B,2000,11.99,0,0.03,Não,3
24,60000,Financiada,8.0,Consolidação de dívidas,C,21000,,0,0.35,Sim,3
23,120000,Financiada,7.0,Empreendedorismo,C,6000,13.06,0,0.05,Sim,3
25,21000,Alugada,0.0,Empreendedorismo,B,5175,12.53,0,0.25,Não,4
26,60000,Financiada,10.0,Saúde,A,12500,6.92,0,0.21,Não,3
24,130000,Própria,8.0,Empreendedorismo,B,22800,,0,0.18,Não,2
23,115000,Financiada,7.0,Educação,C,10000,14.27,0,0.09,Sim,2
23,45000,Alugada,2.0,Empreendedorismo,B,14500,10.36,1,0.32,Não,4
22,75600,Financiada,3.0,Educação,A,10000,,0,0.13,Não,4
21,35000,Própria,5.0,Empreendedorismo,C,6500,13.43,0,0.19,Não,4
22,41000,Financiada,6.0,Reforma residencial,A,7000,7.9,1,0.17,Não,2
26,75000,Financiada,9.0,Saúde,C,4000,12.99,0,0.05,Sim,2
24,50000,Alugada,0.0,Empreendedorismo,B,7200,11.71,0,0.14,Não,2
23,20664,Alugada,4.0,Educação,C,4550,13.72,0,0.22,Sim,3
25,61000,Própria,2.0,Pessoal,C,15000,14.65,0,0.25,Não,2
26,77368,Alugada,1.0,Empreendedorismo,B,15000,10.0,0,0.19,Não,3
26,74000,Financiada,10.0,Educação,B,4475,9.99,0,0.06,Não,2
23,72000,Alugada,5.0,Consolidação de dívidas,D,3000,16.89,1,0.04,Sim,4
24,54400,Alugada,4.0,Saúde,B,2500,11.14,1,0.04,Não,2
25,19200,Alugada,3.0,Saúde,B,5000,10.99,1,0.26,Não,2
25,35364,Alugada,0.0,Empreendedorismo,A,10000,9.32,0,0.28,Não,4
23,26400,Alugada,7.0,Educação,A,3800,7.9,0,0.14,Não,2
26,35000,Financiada,10.0,Saúde,A,6000,7.51,0,0.17,Não,3
22,55000,Financiada,7.0,Saúde,B,13500,9.67,0,0.25,Não,4
23,51000,Financiada,6.0,Consolidação de dívidas,D,17500,14.09,1,0.34,Sim,2
26,59000,Alugada,2.0,Pessoal,E,18000,16.0,1,0.31,Sim,2
25,154000,Financiada,4.0,Pessoal,A,12225,7.49,0,0.08,Não,4
23,24000,Alugada,1.0,Empreendedorismo,B,14075,,1,0.59,Não,4
24,200000,Alugada,8.0,Empreendedorismo,B,12000,12.69,0,0.06,Não,2
24,25344,Financiada,5.0,Saúde,D,4000,16.49,1,0.16,Sim,3
21,192000,Financiada,0.0,Educação,A,20000,6.54,0,0.1,Não,2
25,175000,Alugada,4.0,Reforma residencial,D,10000,15.05,0,0.06,Não,3
24,40000,Alugada,0.0,Saúde,B,3600,10.59,0,0.09,Não,4
23,140000,Alugada,7.0,Empreendedorismo,A,9000,7.14,0,0.06,Não,2
23,58650,Financiada,7.0,Saúde,A,5000,8.59,1,0.07,Não,4
23,60000,Alugada,8.0,Empreendedorismo,B,3600,9.99,0,0.06,Não,3
23,61498,Financiada,5.0,Saúde,B,5000,11.36,0,0.08,Não,3
21,30000,Alugada,0.0,Saúde,B,1000,10.99,0,0.03,Não,2
24,133000,Alugada,5.0,Reforma residencial,B,17400,11.71,0,0.13,Não,3
23,52000,Alugada,5.0,Educação,C,8000,13.22,0,0.15,Sim,4
23,90000,Financiada,1.0,Educação,B,12000,12.18,0,0.13,Não,4
21,15000,Alugada,4.0,Empreendedorismo,D,2200,,0,0.15,Não,4
23,48500,Alugada,5.0,Saúde,A,3850,8.49,0,0.08,Não,2
21,26400,Alugada,5.0,Pessoal,C,4750,12.23,0,0.18,Não,3
26,80000,Financiada,10.0,Reforma residencial,D,15000,16.07,0,0.19,Sim,2
26,60000,Financiada,7.0,Consolidação de dívidas,A,16000,7.9,0,0.27,Não,3
21,68004,Financiada,5.0,Consolidação de dívidas,B,16000,11.26,0,0.24,Não,3
22,23000,Alugada,6.0,Saúde,C,4850,14.27,0,0.21,Sim,3
23,36000,Alugada,3.0,Educação,B,7000,9.99,0,0.19,Não,3
23,90000,Alugada,4.0,Consolidação de dívidas,C,13000,12.73,0,0.14,Não,2
22,24605,Própria,3.0,Educação,C,10000,,0,0.41,Não,4
24,75000,Alugada,2.0,Empreendedorismo,B,2000,9.99,0,0.03,Não,4
26,140000,Financiada,10.0,Empreendedorismo,B,24250,12.53,0,0.17,Não,4
23,28000,Própria,1.0,Educação,C,7500,,0,0.27,Não,4
23,24000,Alugada,2.0,Saúde,B,2800,11.49,1,0.12,Não,3
25,83004,Financiada,9.0,Consolidação de dívidas,A,5000,6.76,0,0.06,Não,3
24,75000,Alugada,0.0,Educação,A,12000,6.62,0,0.16,Não,3
22,48000,Financiada,7.0,Educação,B,6500,10.62,0,0.14,Não,2
25,19000,Própria,3.0,Empreendedorismo,A,4000,7.4,1,0.21,Não,4
22,18000,Alugada,0.0,Pessoal,B,3600,,1,0.2,Não,2
22,42000,Financiada,,Consolidação de dívidas,A,3200,7.9,1,0.08,Não,3
24,127000,Financiada,3.0,Reforma residencial,D,12000,15.05,0,0.09,Sim,3
25,34800,Alugada,9.0,Saúde,D,5600,16.77,1,0.16,Não,4
21,14400,Alugada,2.0,Pessoal,D,1825,15.62,1,0.13,Sim,2
21,68000,Alugada,3.0,Saúde,C,3000,11.78,0,0.04,Sim,4
24,28800,Alugada,5.0,Pessoal,A,8000,,0,0.28,Não,3
25,100000,Financiada,9.0,Educação,A,12000,8.94,0,0.12,Não,4
21,24000,Alugada,,Saúde,C,10000,13.48,1,0.42,Não,2
25,50004,Alugada,3.0,Pessoal,D,12000,15.31,0,0.24,Sim,3
23,116000,Alugada,7.0,Educação,A,11000,8.94,0,0.09,Não,2
26,48000,Alugada,5.0,Consolidação de dívidas,F,25000,18.43,1,0.52,Não,3
23,80000,Financiada,7.0,Saúde,A,10000,7.74,0,0.13,Não,2
22,27000,Alugada,3.0,Consolidação de dívidas,A,2800,7.51,1,0.1,Não,3
26,22406,Alugada,5.0,Reforma residencial,A,2500,6.76,1,0.11,Não,2
23,57700,Financiada,7.0,Pessoal,B,3500,10.65,0,0.06,Não,2
22,30000,Alugada,,Pessoal,D,6400,15.99,1,0.21,Não,4
23,30000,Financiada,4.0,Saúde,D,4000,16.32,1,0.13,Não,2
22,24449,Própria,2.0,Empreendedorismo,B,1800,11.89,0,0.07,Não,4
23,62471,Financiada,,Pessoal,A,12000,6.91,0,0.19,Não,4
22,69528,Alugada,6.0,Empreendedorismo,C,6000,12.99,0,0.09,Não,3
22,36000,Alugada,1.0,Empreendedorismo,A,6000,7.51,0,0.17,Não,4
25,48000,Alugada,1.0,Educação,A,3000,9.32,1,0.06,Não,4
25,60000,Financiada,2.0,Educação,B,10000,12.21,0,0.17,Não,3
25,64000,Alugada,7.0,Educação,D,8000,15.28,1,0.13,Não,4
